Tournament,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets,Year
Australian Open,1/20/2019,Tiafoe F.,Dimitrov G.,3.02,1.4,4th Round,3.0,1.0,2019
Australian Open,1/20/2019,Nadal R.,Berdych T.,1.16,5.3,4th Round,3.0,0.0,2019
Australian Open,1/20/2019,Bautista Agut R.,Cilic M.,2.15,1.72,4th Round,3.0,2.0,2019
Australian Open,1/20/2019,Tsitsipas S.,Federer R.,5.42,1.16,4th Round,3.0,1.0,2019
Australian Open,1/21/2019,Raonic M.,Zverev A.,2.13,1.74,4th Round,3.0,0.0,2019
Australian Open,1/21/2019,Pouille L.,Coric B.,3.83,1.27,4th Round,3.0,1.0,2019
Australian Open,1/21/2019,Nishikori K.,Carreno Busta P.,1.21,4.62,4th Round,3.0,2.0,2019
Australian Open,1/21/2019,Djokovic N.,Medvedev D.,1.13,6.4,4th Round,3.0,1.0,2019
Australian Open,1/22/2019,Tsitsipas S.,Bautista Agut R.,1.98,1.86,Quarterfinals,3.0,1.0,2019
Australian Open,1/22/2019,Nadal R.,Tiafoe F.,1.05,11.47,Quarterfinals,3.0,0.0,2019
Australian Open,1/23/2019,Pouille L.,Raonic M.,5.54,1.16,Quarterfinals,3.0,1.0,2019
Australian Open,1/23/2019,Djokovic N.,Nishikori K.,1.1,7.62,Quarterfinals,1.0,0.0,2019
Australian Open,1/24/2019,Nadal R.,Tsitsipas S.,1.18,5.19,Semifinals,3.0,0.0,2019
Australian Open,1/25/2019,Djokovic N.,Pouille L.,1.06,10.45,Semifinals,3.0,0.0,2019
Australian Open,1/27/2019,Djokovic N.,Nadal R.,1.75,2.15,The Final,3.0,0.0,2019
Cordoba Open,2/4/2019,Sonego L.,Andujar P.,2.13,1.7,1st Round,2.0,0.0,2019
Cordoba Open,2/4/2019,Bedene A.,Marterer M.,1.95,1.84,1st Round,2.0,0.0,2019
Cordoba Open,2/4/2019,Cachin P.,Norrie C.,2.41,1.56,1st Round,2.0,0.0,2019
Cordoba Open,2/4/2019,Pella G.,Lorenzi P.,1.27,3.74,1st Round,2.0,0.0,2019
Cordoba Open,2/5/2019,Jaziri M.,Berlocq C.,2.9,1.4,1st Round,2.0,1.0,2019
Cordoba Open,2/5/2019,Giannessi A.,Seyboth Wild T.,1.49,2.61,1st Round,2.0,1.0,2019
Cordoba Open,2/5/2019,Carballes Baena R.,Martin A.,1.51,2.54,1st Round,2.0,0.0,2019
Cordoba Open,2/5/2019,Londero J.I.,Jarry N.,2.38,1.57,1st Round,2.0,0.0,2019
Cordoba Open,2/5/2019,Cuevas P.,Bagnis F.,1.61,2.3,1st Round,2.0,0.0,2019
Cordoba Open,2/5/2019,Munar J.,Andreozzi G.,1.55,2.44,1st Round,2.0,0.0,2019
Cordoba Open,2/6/2019,Ramos-Vinolas A.,Dellien H.,1.52,2.47,1st Round,2.0,1.0,2019
Cordoba Open,2/6/2019,Delbonis F.,Mayer L.,1.85,1.94,1st Round,2.0,1.0,2019
Cordoba Open,2/6/2019,Londero J.I.,Sonego L.,2.18,1.68,2nd Round,2.0,0.0,2019
Cordoba Open,2/6/2019,Cachin P.,Carreno Busta P.,3.7,1.28,2nd Round,0.0,1.0,2019
Cordoba Open,2/7/2019,Munar J.,Cecchinato M.,1.98,1.83,2nd Round,2.0,1.0,2019
Cordoba Open,2/7/2019,Delbonis F.,Carballes Baena R.,1.46,2.73,2nd Round,2.0,1.0,2019
Cordoba Open,2/7/2019,Cuevas P.,Jaziri M.,1.22,4.25,2nd Round,2.0,0.0,2019
Cordoba Open,2/7/2019,Bedene A.,Fognini F.,2.63,1.49,2nd Round,2.0,0.0,2019
Cordoba Open,2/7/2019,Schwartzman D.,Giannessi A.,1.08,7.99,2nd Round,2.0,1.0,2019
Cordoba Open,2/8/2019,Pella G.,Ramos-Vinolas A.,1.38,3.04,2nd Round,2.0,0.0,2019
Cordoba Open,2/8/2019,Delbonis F.,Munar J.,1.69,2.17,Quarterfinals,2.0,0.0,2019
Cordoba Open,2/8/2019,Londero J.I.,Cachin P.,1.72,2.13,Quarterfinals,2.0,0.0,2019
Cordoba Open,2/8/2019,Pella G.,Schwartzman D.,2.69,1.48,Quarterfinals,2.0,0.0,2019
Cordoba Open,2/9/2019,Cuevas P.,Bedene A.,1.72,2.09,Quarterfinals,2.0,0.0,2019
Cordoba Open,2/9/2019,Londero J.I.,Delbonis F.,3.52,1.31,Semifinals,2.0,0.0,2019
Cordoba Open,2/10/2019,Pella G.,Cuevas P.,1.75,2.1,Semifinals,2.0,1.0,2019
Cordoba Open,2/10/2019,Londero J.I.,Pella G.,2.96,1.4,The Final,2.0,1.0,2019
Open Sud de France,2/4/2019,Granollers M.,Karlovic I.,2.76,1.45,1st Round,2.0,1.0,2019
Open Sud de France,2/4/2019,Tsonga J.W.,Humbert U.,1.3,3.48,1st Round,2.0,1.0,2019
Open Sud de France,2/4/2019,Chardy J.,Menendez-Maceiras A.,1.34,3.08,1st Round,2.0,0.0,2019
Open Sud de France,2/5/2019,Gulbis E.,Hurkacz H.,2.03,1.79,1st Round,2.0,0.0,2019
Open Sud de France,2/5/2019,Hoang A.,Darcis S.,1.57,2.41,1st Round,2.0,0.0,2019
Open Sud de France,2/5/2019,Krajinovic F.,Mahut N.,1.49,2.62,1st Round,2.0,0.0,2019
Open Sud de France,2/5/2019,Berdych T.,Bachinger M.,1.15,5.41,1st Round,2.0,1.0,2019
Open Sud de France,2/5/2019,Paire B.,Donskoy E.,1.33,3.32,1st Round,2.0,0.0,2019
Open Sud de France,2/5/2019,Herbert P.H.,Kudla D.,1.4,2.93,1st Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Baghdatis M.,Bemelmans R.,1.47,2.69,1st Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Ivashka I.,Fabbiano T.,1.51,2.56,1st Round,2.0,1.0,2019
Open Sud de France,2/6/2019,Albot R.,Kohlschreiber P.,3.12,1.36,1st Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Chardy J.,Hoang A.,1.49,2.62,2nd Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Berdych T.,Paire B.,1.47,2.69,2nd Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Tsonga J.W.,Simon G.,1.55,2.46,2nd Round,2.0,0.0,2019
Open Sud de France,2/6/2019,Krajinovic F.,Goffin D.,2.89,1.42,2nd Round,2.0,0.0,2019
Open Sud de France,2/7/2019,Shapovalov D.,Granollers M.,1.3,3.53,2nd Round,2.0,0.0,2019
Open Sud de France,2/7/2019,Albot R.,Gulbis E.,2.4,1.58,2nd Round,2.0,1.0,2019
Open Sud de France,2/7/2019,Herbert P.H.,Ivashka I.,1.26,3.82,2nd Round,2.0,1.0,2019
Open Sud de France,2/7/2019,Baghdatis M.,Pouille L.,2.73,1.46,2nd Round,2.0,1.0,2019
Open Sud de France,2/8/2019,Berdych T.,Krajinovic F.,1.37,3.1,Quarterfinals,2.0,1.0,2019
Open Sud de France,2/8/2019,Herbert P.H.,Shapovalov D.,2.23,1.66,Quarterfinals,2.0,0.0,2019
Open Sud de France,2/8/2019,Albot R.,Baghdatis M.,1.98,1.84,Quarterfinals,2.0,0.0,2019
Open Sud de France,2/8/2019,Tsonga J.W.,Chardy J.,1.46,2.77,Quarterfinals,2.0,1.0,2019
Open Sud de France,2/9/2019,Herbert P.H.,Berdych T.,2.44,1.57,Semifinals,2.0,0.0,2019
Open Sud de France,2/9/2019,Tsonga J.W.,Albot R.,1.21,4.43,Semifinals,2.0,0.0,2019
Open Sud de France,2/10/2019,Tsonga J.W.,Herbert P.H.,1.57,2.42,The Final,2.0,0.0,2019
Sofia Open,2/4/2019,Ebden M.,Andreev A.,1.04,12.0,1st Round,2.0,1.0,2019
Sofia Open,2/4/2019,Copil M.,Wawrinka S.,2.46,1.55,1st Round,2.0,1.0,2019
Sofia Open,2/5/2019,Brands D.,Basilashvili N.,3.64,1.29,1st Round,2.0,0.0,2019
Sofia Open,2/5/2019,Maden Y.,Mannarino A.,2.1,1.74,1st Round,2.0,0.0,2019
Sofia Open,2/5/2019,Struff J.L.,Travaglia S.,1.44,2.78,1st Round,2.0,0.0,2019
Sofia Open,2/5/2019,Berrettini M.,Istomin D.,1.56,2.43,1st Round,2.0,0.0,2019
Sofia Open,2/5/2019,Haase R.,Kuzmanov D.,1.15,5.4,1st Round,2.0,0.0,2019
Sofia Open,2/5/2019,Monfils G.,Troicki V.,1.25,3.93,1st Round,2.0,0.0,2019
Sofia Open,2/6/2019,Klizan M.,Basic M.,1.43,2.83,1st Round,2.0,1.0,2019
Sofia Open,2/6/2019,Kukushkin M.,Djere L.,1.29,3.56,1st Round,2.0,0.0,2019
Sofia Open,2/6/2019,Verdasco F.,Lazarov A.,1.04,10.98,1st Round,2.0,0.0,2019
Sofia Open,2/6/2019,Fucsovics M.,Seppi A.,2.02,1.79,1st Round,2.0,0.0,2019
Sofia Open,2/6/2019,Bautista Agut R.,Ebden M.,1.14,5.71,2nd Round,2.0,1.0,2019
Sofia Open,2/6/2019,Berrettini M.,Khachanov K.,3.6,1.29,2nd Round,2.0,1.0,2019
Sofia Open,2/7/2019,Klizan M.,Brands D.,1.44,2.8,2nd Round,2.0,0.0,2019
Sofia Open,2/7/2019,Fucsovics M.,Maden Y.,1.37,3.07,2nd Round,2.0,1.0,2019
Sofia Open,2/7/2019,Verdasco F.,Copil M.,1.63,2.28,2nd Round,2.0,1.0,2019
Sofia Open,2/7/2019,Medvedev D.,Haase R.,1.24,4.04,2nd Round,2.0,1.0,2019
Sofia Open,2/7/2019,Monfils G.,Kukushkin M.,1.4,2.94,2nd Round,2.0,0.0,2019
Sofia Open,2/7/2019,Tsitsipas S.,Struff J.L.,1.48,2.64,2nd Round,2.0,0.0,2019
Sofia Open,2/8/2019,Fucsovics M.,Bautista Agut R.,3.85,1.27,Quarterfinals,,,2019
Sofia Open,2/8/2019,Berrettini M.,Verdasco F.,2.34,1.61,Quarterfinals,2.0,1.0,2019
Sofia Open,2/8/2019,Medvedev D.,Klizan M.,1.26,3.87,Quarterfinals,2.0,0.0,2019
Sofia Open,2/8/2019,Monfils G.,Tsitsipas S.,2.13,1.72,Quarterfinals,2.0,0.0,2019
Sofia Open,2/9/2019,Fucsovics M.,Berrettini M.,2.27,1.64,Semifinals,2.0,1.0,2019
Sofia Open,2/9/2019,Medvedev D.,Monfils G.,1.68,2.2,Semifinals,2.0,0.0,2019
Sofia Open,2/10/2019,Medvedev D.,Fucsovics M.,1.16,5.35,The Final,2.0,0.0,2019
Argentina Open,2/11/2019,Sonego L.,Jarry N.,2.34,1.6,1st Round,2.0,1.0,2019
Argentina Open,2/11/2019,Ramos-Vinolas A.,Dutra Silva R.,1.72,2.12,1st Round,2.0,0.0,2019
Argentina Open,2/11/2019,Marterer M.,Bagnis F.,1.85,1.96,1st Round,2.0,0.0,2019
Argentina Open,2/12/2019,Garin C.,Auger-Aliassime F.,1.89,1.92,1st Round,2.0,1.0,2019
Argentina Open,2/12/2019,Cuevas P.,Arevalo M.,1.19,4.69,1st Round,2.0,0.0,2019
Argentina Open,2/12/2019,Carballes Baena R.,Daniel T.,1.69,2.16,1st Round,2.0,0.0,2019
Argentina Open,2/12/2019,Mayer L.,Lajovic D.,1.71,2.15,1st Round,2.0,0.0,2019
Argentina Open,2/12/2019,Bedene A.,Andreozzi G.,1.41,2.92,1st Round,2.0,1.0,2019
Argentina Open,2/12/2019,Pella G.,Cerundolo F.,1.16,5.19,1st Round,2.0,1.0,2019
Argentina Open,2/12/2019,Munar J.,Delbonis F.,1.97,1.84,1st Round,2.0,1.0,2019
Argentina Open,2/12/2019,Sousa J.,Londero J.I.,1.58,2.39,1st Round,2.0,0.0,2019
Argentina Open,2/12/2019,Ferrer D.,Jaziri M.,1.42,2.87,1st Round,2.0,0.0,2019
Argentina Open,2/13/2019,Carballes Baena R.,Sonego L.,1.87,1.93,2nd Round,2.0,0.0,2019
Argentina Open,2/13/2019,Pella G.,Mayer L.,1.89,1.92,2nd Round,2.0,1.0,2019
Argentina Open,2/13/2019,Cecchinato M.,Garin C.,1.62,2.31,2nd Round,2.0,0.0,2019
Argentina Open,2/14/2019,Munar J.,Fognini F.,2.05,1.77,2nd Round,2.0,1.0,2019
Argentina Open,2/14/2019,Cuevas P.,Sousa J.,1.48,2.67,2nd Round,2.0,0.0,2019
Argentina Open,2/14/2019,Ramos-Vinolas A.,Ferrer D.,2.12,1.73,2nd Round,2.0,1.0,2019
Argentina Open,2/14/2019,Thiem D.,Marterer M.,1.18,4.87,2nd Round,2.0,0.0,2019
Argentina Open,2/15/2019,Schwartzman D.,Bedene A.,1.43,2.83,2nd Round,2.0,1.0,2019
Argentina Open,2/15/2019,Cecchinato M.,Carballes Baena R.,1.52,2.54,Quarterfinals,2.0,0.0,2019
Argentina Open,2/15/2019,Pella G.,Munar J.,2.05,1.78,Quarterfinals,2.0,1.0,2019
Argentina Open,2/15/2019,Thiem D.,Cuevas P.,1.29,3.62,Quarterfinals,2.0,1.0,2019
Argentina Open,2/16/2019,Schwartzman D.,Ramos-Vinolas A.,1.26,3.89,Quarterfinals,2.0,0.0,2019
Argentina Open,2/16/2019,Cecchinato M.,Pella G.,1.51,2.59,Semifinals,2.0,0.0,2019
Argentina Open,2/16/2019,Schwartzman D.,Thiem D.,2.91,1.42,Semifinals,2.0,1.0,2019
Argentina Open,2/17/2019,Cecchinato M.,Schwartzman D.,2.27,1.65,The Final,2.0,0.0,2019
New York Open,2/11/2019,Tomic B.,Lacko L.,1.52,2.53,1st Round,2.0,0.0,2019
New York Open,2/11/2019,Lorenzi P.,Sandgren T.,4.26,1.22,1st Round,2.0,1.0,2019
New York Open,2/12/2019,Thompson J.,Rubin N.,1.67,2.2,1st Round,2.0,1.0,2019
New York Open,2/12/2019,Eubanks C.,Menendez-Maceiras A.,1.69,2.18,1st Round,2.0,0.0,2019
New York Open,2/12/2019,Opelka R.,Mannarino A.,1.62,2.3,1st Round,2.0,1.0,2019
New York Open,2/12/2019,Jung J.,Ramanathan R.,2.14,1.71,1st Round,2.0,1.0,2019
New York Open,2/12/2019,Garcia-Lopez G.,Popyrin A.,2.24,1.65,1st Round,2.0,0.0,2019
New York Open,2/12/2019,Harrison R.,Polansky P.,1.42,2.86,1st Round,2.0,0.0,2019
New York Open,2/13/2019,Schnur B.,Lin J.M.,1.06,9.64,1st Round,2.0,0.0,2019
New York Open,2/13/2019,Querrey S.,Harris L.,1.41,2.93,1st Round,2.0,0.0,2019
New York Open,2/13/2019,Istomin D.,Mcdonald M.,2.31,1.61,1st Round,2.0,1.0,2019
New York Open,2/13/2019,Albot R.,Karlovic I.,2.21,1.67,1st Round,2.0,1.0,2019
New York Open,2/13/2019,Lorenzi P.,Harrison R.,3.6,1.29,2nd Round,2.0,1.0,2019
New York Open,2/13/2019,Thompson J.,Eubanks C.,1.47,2.69,2nd Round,2.0,1.0,2019
New York Open,2/14/2019,Isner J.,Tomic B.,1.37,3.12,2nd Round,2.0,0.0,2019
New York Open,2/14/2019,Schnur B.,Johnson S.,2.54,1.52,2nd Round,2.0,1.0,2019
New York Open,2/14/2019,Garcia-Lopez G.,Millman J.,3.23,1.35,2nd Round,2.0,1.0,2019
New York Open,2/14/2019,Opelka R.,Istomin D.,1.81,2.0,2nd Round,1.0,1.0,2019
New York Open,2/14/2019,Querrey S.,Albot R.,1.33,3.32,2nd Round,2.0,0.0,2019
New York Open,2/15/2019,Jung J.,Tiafoe F.,5.3,1.16,2nd Round,2.0,0.0,2019
New York Open,2/15/2019,Schnur B.,Lorenzi P.,1.75,2.1,Quarterfinals,2.0,1.0,2019
New York Open,2/15/2019,Querrey S.,Jung J.,1.17,5.09,Quarterfinals,2.0,1.0,2019
New York Open,2/15/2019,Opelka R.,Garcia-Lopez G.,1.55,2.48,Quarterfinals,2.0,0.0,2019
New York Open,2/16/2019,Isner J.,Thompson J.,1.3,3.52,Quarterfinals,2.0,0.0,2019
New York Open,2/16/2019,Schnur B.,Querrey S.,4.29,1.22,Semifinals,2.0,1.0,2019
New York Open,2/17/2019,Opelka R.,Isner J.,3.04,1.39,Semifinals,2.0,1.0,2019
New York Open,2/17/2019,Opelka R.,Schnur B.,1.46,2.75,The Final,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/11/2019,Seppi A.,Gojowczyk P.,1.64,2.26,1st Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/11/2019,Kukushkin M.,Haase R.,2.07,1.76,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/11/2019,Wawrinka S.,Paire B.,1.5,2.6,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/11/2019,Basilashvili N.,Chung H.,1.83,1.98,1st Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Gulbis E.,Copil M.,1.75,2.09,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Raonic M.,Kohlschreiber P.,1.25,3.98,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Verdasco F.,Ebden M.,1.33,3.34,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Shapovalov D.,Skugor F.,1.17,5.09,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Berdych T.,Simon G.,1.56,2.43,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Monfils G.,Goffin D.,1.88,1.93,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Nishikori K.,Herbert P.H.,1.34,3.3,1st Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/12/2019,Griekspoor T.,Khachanov K.,8.24,1.08,1st Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Fucsovics M.,Klizan M.,2.07,1.76,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Medvedev D.,Chardy J.,1.25,3.96,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Tsonga J.W.,Fabbiano T.,1.12,6.2,1st Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Dzumhur D.,Tsitsipas S.,4.98,1.18,1st Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Monfils G.,Seppi A.,1.43,2.85,2nd Round,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Wawrinka S.,Raonic M.,2.67,1.48,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/13/2019,Shapovalov D.,Berdych T.,2.36,1.59,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/14/2019,Dzumhur D.,Kukushkin M.,2.01,1.81,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/14/2019,Medvedev D.,Verdasco F.,1.32,3.39,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/14/2019,Tsonga J.W.,Griekspoor T.,1.1,7.16,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/14/2019,Nishikori K.,Gulbis E.,1.27,3.76,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/14/2019,Fucsovics M.,Basilashvili N.,1.79,2.02,2nd Round,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/15/2019,Monfils G.,Dzumhur D.,1.23,4.25,Quarterfinals,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/15/2019,Medvedev D.,Tsonga J.W.,1.61,2.33,Quarterfinals,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/15/2019,Wawrinka S.,Shapovalov D.,1.77,2.07,Quarterfinals,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/15/2019,Nishikori K.,Fucsovics M.,1.2,4.58,Quarterfinals,2.0,0.0,2019
ABN AMRO World Tennis Tournament,2/16/2019,Monfils G.,Medvedev D.,2.95,1.41,Semifinals,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/16/2019,Wawrinka S.,Nishikori K.,2.48,1.55,Semifinals,2.0,1.0,2019
ABN AMRO World Tennis Tournament,2/17/2019,Monfils G.,Wawrinka S.,2.39,1.59,The Final,2.0,1.0,2019
Delray Beach Open,2/18/2019,Lacko L.,Watanuki Y.,3.13,1.36,1st Round,2.0,0.0,2019
Delray Beach Open,2/18/2019,Istomin D.,Lopez F.,1.71,2.13,1st Round,2.0,0.0,2019
Delray Beach Open,2/18/2019,Harris L.,King D.,1.63,2.29,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Kyrgios N.,Millman J.,1.74,2.09,1st Round,2.0,1.0,2019
Delray Beach Open,2/19/2019,Albot R.,Karlovic I.,2.08,1.75,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Garcia-Lopez G.,Donaldson J.,1.44,2.77,1st Round,2.0,1.0,2019
Delray Beach Open,2/19/2019,Mcdonald M.,Fritz T.,2.51,1.53,1st Round,2.0,1.0,2019
Delray Beach Open,2/19/2019,Johnson S.,Jung J.,1.24,4.08,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Thompson J.,Granollers M.,1.58,2.38,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Lorenzi P.,Smyczek T.,2.16,1.7,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Seppi A.,Tomic B.,1.62,2.31,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Isner J.,Polansky P.,1.13,6.15,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Mannarino A.,Schnur B.,1.4,2.96,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Opelka R.,Sandgren T.,2.38,1.58,1st Round,2.0,0.0,2019
Delray Beach Open,2/19/2019,Evans D.,Tiafoe F.,2.42,1.57,1st Round,2.0,1.0,2019
Delray Beach Open,2/20/2019,Del Potro J.M.,Nishioka Y.,1.32,3.37,1st Round,2.0,0.0,2019
Delray Beach Open,2/20/2019,Seppi A.,Thompson J.,1.57,2.4,2nd Round,2.0,1.0,2019
Delray Beach Open,2/20/2019,Mannarino A.,Istomin D.,1.69,2.16,2nd Round,2.0,0.0,2019
Delray Beach Open,2/20/2019,Evans D.,Harris L.,1.67,2.2,2nd Round,2.0,0.0,2019
Delray Beach Open,2/20/2019,Isner J.,Lacko L.,1.12,6.47,2nd Round,2.0,0.0,2019
Delray Beach Open,2/21/2019,Johnson S.,Lorenzi P.,1.35,3.19,2nd Round,2.0,0.0,2019
Delray Beach Open,2/21/2019,Albot R.,Kyrgios N.,2.72,1.46,2nd Round,2.0,1.0,2019
Delray Beach Open,2/21/2019,Mcdonald M.,Garcia-Lopez G.,1.51,2.57,2nd Round,2.0,0.0,2019
Delray Beach Open,2/22/2019,Del Potro J.M.,Opelka R.,1.51,2.57,2nd Round,2.0,0.0,2019
Delray Beach Open,2/22/2019,Evans D.,Seppi A.,2.01,1.81,Quarterfinals,2.0,0.0,2019
Delray Beach Open,2/22/2019,Isner J.,Mannarino A.,1.24,4.1,Quarterfinals,2.0,0.0,2019
Delray Beach Open,2/22/2019,Albot R.,Johnson S.,2.31,1.62,Quarterfinals,2.0,1.0,2019
Delray Beach Open,2/23/2019,Mcdonald M.,Del Potro J.M.,3.39,1.32,Quarterfinals,2.0,1.0,2019
Delray Beach Open,2/23/2019,Evans D.,Isner J.,2.9,1.42,Semifinals,2.0,1.0,2019
Delray Beach Open,2/24/2019,Albot R.,Mcdonald M.,2.33,1.61,Semifinals,2.0,1.0,2019
Delray Beach Open,2/24/2019,Albot R.,Evans D.,2.78,1.45,The Final,2.0,1.0,2019
Open 13,2/18/2019,Hurkacz H.,Krajinovic F.,2.8,1.44,1st Round,2.0,0.0,2019
Open 13,2/18/2019,Simon G.,Hoang A.,1.32,3.41,1st Round,2.0,1.0,2019
Open 13,2/18/2019,Kukushkin M.,Kudla D.,1.48,2.67,1st Round,2.0,0.0,2019
Open 13,2/19/2019,Gojowczyk P.,Dzumhur D.,2.09,1.74,1st Round,2.0,0.0,2019
Open 13,2/19/2019,Stakhovsky S.,Lestienne C.,1.93,1.87,1st Round,2.0,1.0,2019
Open 13,2/19/2019,Paire B.,Bolelli S.,1.48,2.67,1st Round,2.0,0.0,2019
Open 13,2/19/2019,Verdasco F.,Gerasimov E.,1.33,3.33,1st Round,2.0,1.0,2019
Open 13,2/19/2019,Rublev A.,Tsonga J.W.,4.43,1.21,1st Round,2.0,1.0,2019
Open 13,2/19/2019,Berrettini M.,Chardy J.,1.9,1.91,1st Round,2.0,0.0,2019
Open 13,2/20/2019,Bachinger M.,Darcis S.,1.86,1.94,1st Round,2.0,1.0,2019
Open 13,2/20/2019,Barrere G.,Vesely J.,1.64,2.25,1st Round,2.0,0.0,2019
Open 13,2/20/2019,Humbert U.,Gulbis E.,1.91,1.9,1st Round,2.0,0.0,2019
Open 13,2/20/2019,Kukushkin M.,Shapovalov D.,2.84,1.43,2nd Round,2.0,0.0,2019
Open 13,2/20/2019,Tsitsipas S.,Hurkacz H.,1.32,3.36,2nd Round,2.0,0.0,2019
Open 13,2/20/2019,Simon G.,Gojowczyk P.,1.49,2.62,2nd Round,2.0,1.0,2019
Open 13,2/21/2019,Rublev A.,Berrettini M.,2.09,1.75,2nd Round,2.0,0.0,2019
Open 13,2/21/2019,Bachinger M.,Verdasco F.,3.33,1.33,2nd Round,2.0,0.0,2019
Open 13,2/21/2019,Humbert U.,Coric B.,2.73,1.46,2nd Round,2.0,0.0,2019
Open 13,2/21/2019,Goffin D.,Paire B.,1.5,2.59,2nd Round,2.0,0.0,2019
Open 13,2/21/2019,Stakhovsky S.,Barrere G.,2.25,1.64,2nd Round,2.0,0.0,2019
Open 13,2/22/2019,Kukushkin M.,Rublev A.,2.06,1.77,Quarterfinals,2.0,0.0,2019
Open 13,2/22/2019,Humbert U.,Bachinger M.,1.44,2.79,Quarterfinals,2.0,0.0,2019
Open 13,2/22/2019,Tsitsipas S.,Stakhovsky S.,1.16,5.25,Quarterfinals,2.0,0.0,2019
Open 13,2/22/2019,Goffin D.,Simon G.,1.65,2.26,Quarterfinals,2.0,0.0,2019
Open 13,2/23/2019,Kukushkin M.,Humbert U.,2.13,1.72,Semifinals,2.0,0.0,2019
Open 13,2/23/2019,Tsitsipas S.,Goffin D.,1.86,1.95,Semifinals,2.0,0.0,2019
Open 13,2/24/2019,Tsitsipas S.,Kukushkin M.,1.3,3.6,The Final,2.0,0.0,2019
Rio Open,2/19/2019,Norrie C.,Lajovic D.,2.48,1.54,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Munar J.,Mayer L.,1.8,2.02,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Sousa J.,Pella G.,1.95,1.86,1st Round,2.0,1.0,2019
Rio Open,2/19/2019,Ruud C.,Berlocq C.,1.52,2.61,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Dellien H.,Andreozzi G.,2.08,1.75,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Delbonis F.,Jaziri M.,1.25,4.0,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Ramos-Vinolas A.,Sonego L.,1.84,1.98,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Carballes Baena R.,Jarry N.,2.1,1.74,1st Round,2.0,1.0,2019
Rio Open,2/19/2019,Bedene A.,Cecchinato M.,2.32,1.61,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Garin C.,Marterer M.,2.02,1.8,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Monteiro T.,Sousa P.,1.38,3.03,1st Round,2.0,0.0,2019
Rio Open,2/19/2019,Auger-Aliassime F.,Fognini F.,2.6,1.5,1st Round,2.0,0.0,2019
