Player1,Player2
Humbert U.,Cecchinato M.
Shapovalov D.,Pospisil V.
Millman J.,Khachanov K.
Isner J.,Edmund K.
Humbert U.,Shapovalov D.
Paire B.,Millman J.
Hurkacz H.,Lopez F.
Humbert U.,Isner J.
Paire B.,Hurkacz H.
Humbert U.,Paire B.
Berrettini M.,Harris A.
Berankis R.,Carballes Baena R.
Evans D.,Mcdonald M.
Nishioka Y.,Djere L.
Pella G.,Smith J.P.
Querrey S.,Coric B.
Barrere G.,Safwat M.
Fucsovics M.,Shapovalov D.
Federer R.,Johnson S.
Dimitrov G.,Londero J.I.
Tsitsipas S.,Caruso S.
Kohlschreiber P.,Giron M.
Djokovic N.,Struff J.L.
Cilic M.,Moutet C.
Davidovich Fokina A.,Gombos N.
Hurkacz H.,Novak D.
Ito T.,Gunneswaran P.
Millman J.,Humbert U.
Paire B.,Stebe C.M.
Schwartzman D.,Harris L.
Bautista Agut R.,Lopez F.
Fognini F.,Opelka R.
Sinner J.,Purcell M.
Lajovic D.,Edmund K.
Polmans M.,Kukushkin M.
Raonic M.,Giustino L.
Paul T.,Mayer L.
Khachanov K.,Vilella Martinez M.
Thiem D.,Mannarino A.
Garin C.,Travaglia S.
Sandgren T.,Trungelliti M.
Wawrinka S.,Dzumhur D.
Gulbis E.,Auger-Aliassime F.
Krajinovic F.,Halys Q.
Thompson J.,Bublik A.
Bedene A.,Duckworth J.
Carreno Busta P.,Kovalik J.
Nadal R.,Dellien H.
Ymer M.,Uchiyama Y.
Mmoh M.,Andujar P.
Basilashvili N.,Kwon S.W.
Verdasco F.,Donskoy E.
Bolt A.,Ramos-Vinolas A.
Seppi A.,Kecmanovic M.
Popyrin A.,Tsonga J.W.
Rublev A.,O'Connell C.
Gojowczyk P.,Eubanks C.
Sugita Y.,Benchetrit E.
Herbert P.H.,Norrie C.
Medvedev D.,Tiafoe F.
Monfils G.,Lu Y.H.
Kyrgios N.,Sonego L.
Munar J.,Gaston H.
Fritz T.,Griekspoor T.
Goffin D.,Chardy J.
Delbonis F.,Sousa J.
Tabilo A.,Galan D.E.
Zverev A.,Cecchinato M.
Isner J.,Monteiro T.
Martinez P.,Koepfer D.
Anderson K.,Ivashka I.
Karlovic I.,Pospisil V.
Gerasimov E.,Ruud C.
Simon G.,Cuevas P.
Querrey S.,Berankis R.
Pella G.,Barrere G.
Nishioka Y.,Evans D.
Cilic M.,Paire B.
Schwartzman D.,Davidovich Fokina A.
Fucsovics M.,Sinner J.
Djokovic N.,Ito T.
Sandgren T.,Berrettini M.
Tsitsipas S.,Kohlschreiber P.
Paul T.,Dimitrov G.
Raonic M.,Garin C.
Lajovic D.,Polmans M.
Millman J.,Hurkacz H.
Bautista Agut R.,Mmoh M.
Fognini F.,Thompson J.
Federer R.,Krajinovic F.
Gulbis E.,Bedene A.
Medvedev D.,Martinez P.
Thiem D.,Bolt A.
Zverev A.,Gerasimov E.
Popyrin A.,Munar J.
Monfils G.,Karlovic I.
Rublev A.,Sugita Y.
Verdasco F.,Basilashvili N.
Isner J.,Tabilo A.
Goffin D.,Herbert P.H.
Khachanov K.,Ymer M.
Carreno Busta P.,Gojowczyk P.
Kyrgios N.,Simon G.
Wawrinka S.,Seppi A.
Fritz T.,Anderson K.
Nadal R.,Delbonis F.
Schwartzman D.,Lajovic D.
Fucsovics M.,Paul T.
Cilic M.,Bautista Agut R.
Djokovic N.,Nishioka Y.
Sandgren T.,Querrey S.
Raonic M.,Tsitsipas S.
Fognini F.,Pella G.
Federer R.,Millman J.
Monfils G.,Gulbis E.
Thiem D.,Fritz T.
Rublev A.,Goffin D.
Nadal R.,Carreno Busta P.
Wawrinka S.,Isner J.
Kyrgios N.,Khachanov K.
Zverev A.,Verdasco F.
Medvedev D.,Popyrin A.
Raonic M.,Cilic M.
Djokovic N.,Schwartzman D.
Sandgren T.,Fognini F.
Federer R.,Fucsovics M.
Thiem D.,Monfils G.
Wawrinka S.,Medvedev D.
Nadal R.,Kyrgios N.
Zverev A.,Rublev A.
Federer R.,Sandgren T.
Djokovic N.,Raonic M.
Zverev A.,Wawrinka S.
Thiem D.,Nadal R.
Djokovic N.,Federer R.
Thiem D.,Zverev A.
Djokovic N.,Thiem D.
Balazs A.,Sonego L.
Mager G.,Ficovich J.P.
Cuevas P.,Delbonis F.
Taberner C.,Verdasco F.
Martin A.,Coria F.
Martinez P.,Gaio F.
Ramos-Vinolas A.,Bagnis F.
Andujar P.,Horansky F.
Moutet C.,Monteiro T.
Cachin P.,Dellien H.
Londero J.I.,Cecchinato M.
Munar J.,Mayer L.
Martin A.,Taberner C.
Cuevas P.,Mager G.
Moutet C.,Pella G.
Garin C.,Balazs A.
Djere L.,Martinez P.
Ramos-Vinolas A.,Andujar P.
Londero J.I.,Cachin P.
Schwartzman D.,Munar J.
Martin A.,Moutet C.
Garin C.,Cuevas P.
Schwartzman D.,Ramos-Vinolas A.
Djere L.,Londero J.I.
Garin C.,Martin A.
Schwartzman D.,Djere L.
Garin C.,Schwartzman D.
Pospisil V.,Bedene A.
Barrere G.,Sousa J.
Gombos N.,Carreno Busta P.
Bublik A.,Laaksonen H.
Ymer M.,Sinner J.
Ruusuvuori E.,Novak D.
Krajinovic F.,Couacaud E.
Herbert P.H.,Stakhovsky S.
Auger-Aliassime F.,Dzumhur D.
Mannarino A.,Popyrin A.
Lopez F.,Humbert U.
Gasquet R.,Simon G.
Barrere G.,Dimitrov G.
Pospisil V.,Shapovalov D.
Krajinovic F.,Ymer M.
Goffin D.,Bublik A.
Gasquet R.,Lopez F.
Gombos N.,Ruusuvuori E.
Herbert P.H.,Auger-Aliassime F.
Monfils G.,Mannarino A.
Krajinovic F.,Barrere G.
Pospisil V.,Gasquet R.
Monfils G.,Gombos N.
Goffin D.,Herbert P.H.
Monfils G.,Krajinovic F.
Pospisil V.,Goffin D.
Monfils G.,Pospisil V.
Stebe C.M.,Karlovic I.
Sugita Y.,Fabbiano T.
Troicki V.,Nagal S.
Caruso S.,Ramanathan R.
Duckworth J.,Gojowczyk P.
Gerasimov E.,Lorenzi P.
Marcora R.,Rosol L.
Milojevic N.,Hoang A.
Ivashka I.,Donskoy E.
Vesely J.,Kadhe A.
Gunneswaran P.,Maden Y.
Daniel T.,Mukund S.
Vesely J.,Caruso S.
Berankis R.,Stebe C.M.
Sugita Y.,Troicki V.
Ivashka I.,Travaglia S.
Duckworth J.,Daniel T.
Gerasimov E.,Milojevic N.
Kwon S.W.,Gunneswaran P.
Marcora R.,Paire B.
Vesely J.,Ivashka I.
Berankis R.,Sugita Y.
Duckworth J.,Marcora R.
Gerasimov E.,Kwon S.W.
Vesely J.,Berankis R.
Gerasimov E.,Duckworth J.
Vesely J.,Gerasimov E.
Monteiro T.,Munar J.
Ruud C.,Andujar P.
Cuevas P.,Sonego L.
Delbonis F.,Dellien H.
Carballes Baena R.,Cecchinato M.
Bagnis F.,Martin A.
Kovalik J.,Moutet C.
Sousa P.,Diaz Acosta F.
Martinez P.,Domingues J.
Djere L.,Cerundolo F.
Londero J.I.,Horansky F.
Ramos-Vinolas A.,Mayer L.
Sousa P.,Kovalik J.
Lajovic D.,Martinez P.
Ruud C.,Carballes Baena R.
Monteiro T.,Coric B.
Londero J.I.,Djere L.
Cuevas P.,Ramos-Vinolas A.
Pella G.,Bagnis F.
Schwartzman D.,Delbonis F.
Ruud C.,Lajovic D.
Londero J.I.,Pella G.
Schwartzman D.,Cuevas P.
Sousa P.,Monteiro T.
Ruud C.,Londero J.I.
Sousa P.,Schwartzman D.
Ruud C.,Sousa P.
Kecmanovic M.,Paul T.
Seppi A.,Dzumhur D.
Johnson S.,Sandgren T.
Giron M.,Sock J.
Thompson J.,Karlovic I.
Kwon S.W.,Soeda G.
Edmund K.,Uchiyama Y.
Lorenzi P.,Petrovic D.
Koepfer D.,Schnur B.
Nishioka Y.,Laaksonen H.
Norrie C.,Shi B.
Jung J.,Anderson K.
Kecmanovic M.,Lorenzi P.
Seppi A.,Johnson S.
Kwon S.W.,Raonic M.
Humbert U.,Giron M.
Edmund K.,Koepfer D.
Jung J.,Norrie C.
Opelka R.,Nishioka Y.
Thompson J.,Isner J.
Kecmanovic M.,Humbert U.
Edmund K.,Kwon S.W.
Jung J.,Opelka R.
Seppi A.,Thompson J.
Edmund K.,Kecmanovic M.
Seppi A.,Jung J.
Edmund K.,Seppi A.
Carreno Busta P.,Mannarino A.
Bautista Agut R.,Fucsovics M.
Dimitrov G.,Shapovalov D.
Evans D.,Kohlschreiber P.
Auger-Aliassime F.,Struff J.L.
Bublik A.,Barrere G.
Khachanov K.,Fognini F.
Rublev A.,Basilashvili N.
Bedene A.,Paire B.
Tsitsipas S.,Hurkacz H.
Krajinovic F.,Griekspoor T.
Sinner J.,Albot R.
Simon G.,Kukushkin M.
Goffin D.,Haase R.
Monfils G.,Sousa J.
Pospisil V.,Medvedev D.
Carreno Busta P.,Bautista Agut R.
Evans D.,Khachanov K.
Auger-Aliassime F.,Dimitrov G.
Sinner J.,Goffin D.
Rublev A.,Bublik A.
Bedene A.,Tsitsipas S.
Monfils G.,Simon G.
Krajinovic F.,Pospisil V.
Carreno Busta P.,Sinner J.
Auger-Aliassime F.,Bedene A.
Monfils G.,Evans D.
Krajinovic F.,Rublev A.
Auger-Aliassime F.,Carreno Busta P.
Monfils G.,Krajinovic F.
Monfils G.,Auger-Aliassime F.
Mcdonald M.,Uchiyama Y.
Harrison R.,Dzumhur D.
Nakashima B.,Vesely J.
Kwon S.W.,Mannarino A.
Nishioka Y.,Millman J.
Tiafoe F.,Gomez E.
Norrie C.,Fritz T.
Stebe C.M.,Tomic B.
Kecmanovic M.,Thompson J.
Johnson S.,Laaksonen H.
Raonic M.,Istomin D.
Humbert U.,Kozlov S.
Rubin N.,Jung J.
Opelka R.,Gulbis E.
Sock J.,Albot R.
Paul T.,Galan D.E.
Kwon S.W.,Harrison R.
Nishioka Y.,Rubin N.
Nakashima B.,Norrie C.
Opelka R.,Mcdonald M.
Humbert U.,Kecmanovic M.
Tiafoe F.,Paul T.
Johnson S.,Sock J.
Raonic M.,Stebe C.M.
Humbert U.,Tiafoe F.
Nishioka Y.,Nakashima B.
Opelka R.,Kwon S.W.
Raonic M.,Johnson S.
Nishioka Y.,Humbert U.
Opelka R.,Raonic M.
Opelka R.,Nishioka Y.
Ymer M.,Gasquet R.
Paire B.,Barrere G.
Bublik A.,Fucsovics M.
Hurkacz H.,Hoang A.
Pospisil V.,Ruusuvuori E.
Sinner J.,Gombos N.
Cilic M.,Ivashka I.
Simon G.,Mayot H.
Bedene A.,Khachanov K.
Gerasimov E.,Novak D.
Herbert P.H.,Kukushkin M.
Auger-Aliassime F.,Travaglia S.
Pospisil V.,Hurkacz H.
Tsitsipas S.,Ymer M.
Bublik A.,Paire B.
Simon G.,Bedene A.
Shapovalov D.,Cilic M.
Medvedev D.,Sinner J.
Auger-Aliassime F.,Herbert P.H.
Gerasimov E.,Goffin D.
Bublik A.,Shapovalov D.
Tsitsipas S.,Pospisil V.
Simon G.,Medvedev D.
Auger-Aliassime F.,Gerasimov E.
Tsitsipas S.,Bublik A.
Auger-Aliassime F.,Simon G.
Tsitsipas S.,Auger-Aliassime F.
Delbonis F.,Carballes Baena R.
Garin C.,Martin A.
Andujar P.,Verdasco F.
Martinez P.,Dellien H.
Seyboth Wild T.,Davidovich Fokina A.
Coria F.,Moutet C.
Alcaraz C.,Ramos-Vinolas A.
Balazs A.,Cuevas P.
Lajovic D.,Cecchinato M.
Coric B.,Londero J.I.
Munar J.,Caruso S.
Sonego L.,Mayer L.
Domingues J.,Gaio F.
Mager G.,Ruud C.
Thiem D.,Meligeni Rodrigues F
Monteiro T.,Pella G.
Garin C.,Delbonis F.
Martinez P.,Andujar P.
Balazs A.,Monteiro T.
Coria F.,Alcaraz C.
Mager G.,Domingues J.
Sonego L.,Lajovic D.
Coric B.,Seyboth Wild T.
Thiem D.,Munar J.
Garin C.,Coria F.
Coric B.,Sonego L.
Balazs A.,Martinez P.
Mager G.,Thiem D.
Garin C.,Coric B.
Mager G.,Balazs A.
Garin C.,Mager G.
Mannarino A.,Norrie C.
Paul T.,Mcdonald M.
Kecmanovic M.,De Minaur A.
Wawrinka S.,Tiafoe F.
Giron M.,Lopez Villasenor G.
Edmund K.,Lopez F.
Martinez P.,Albot R.
Kwon S.W.,Daniel T.
Dimitrov G.,Dzumhur D.
Auger-Aliassime F.,Bolt A.
Lajovic D.,Johnson S.
Zverev A.,Jung J.
Nadal R.,Andujar P.
Fritz T.,Millman J.
Isner J.,Zverev M.
Humbert U.,Kyrgios N.
Edmund K.,Auger-Aliassime F.
Kwon S.W.,Lajovic D.
Isner J.,Giron M.
Paul T.,Zverev A.
Dimitrov G.,Mannarino A.
Fritz T.,Humbert U.
Wawrinka S.,Martinez P.
Nadal R.,Kecmanovic M.
Isner J.,Paul T.
Fritz T.,Edmund K.
Dimitrov G.,Wawrinka S.
Nadal R.,Kwon S.W.
Fritz T.,Isner J.
Nadal R.,Dimitrov G.
Nadal R.,Fritz T.
Khachanov K.,Kukushkin M.
Kohlschreiber P.,Safwat M.
Rublev A.,Musetti L.
Gasquet R.,Harris L.
Djokovic N.,Jaziri M.
Monfils G.,Fucsovics M.
Paire B.,Cilic M.
Novak D.,Gunneswaran P.
Uchiyama Y.,Lu Y.H.
Krajinovic F.,Sousa J.
Bublik A.,Hurkacz H.
Evans D.,Fognini F.
Herbert P.H.,Nishioka Y.
Basilashvili N.,Berankis R.
Tsitsipas S.,Carreno Busta P.
Struff J.L.,Bautista Agut R.
Evans D.,Herbert P.H.
Rublev A.,Krajinovic F.
Tsitsipas S.,Bublik A.
Khachanov K.,Novak D.
Struff J.L.,Basilashvili N.
Djokovic N.,Kohlschreiber P.
Gasquet R.,Paire B.
Monfils G.,Uchiyama Y.
Evans D.,Rublev A.
Tsitsipas S.,Struff J.L.
Djokovic N.,Khachanov K.
Monfils G.,Gasquet R.
Tsitsipas S.,Evans D.
Djokovic N.,Monfils G.
Djokovic N.,Tsitsipas S.
Dellien H.,Cecchinato M.
Seyboth Wild T.,Bagnis F.
Carballes Baena R.,Munar J.
Barrios Vera M.T.,Taberner C.
Davidovich Fokina A.,Martin A.
Monteiro T.,Mayer L.
Olivo R.,Sousa P.
Delbonis F.,Klizan M.
Caruso S.,Kovalik J.
Varillas J.P.,Horansky F.
Londero J.I.,Coria F.
Tabilo A.,Lorenzi P.
Olivo R.,Cuevas P.
Delbonis F.,Caruso S.
Dellien H.,Barrios Vera M.T.
Ruud C.,Tabilo A.
Monteiro T.,Carballes Baena R.
Seyboth Wild T.,Londero J.I.
Ramos-Vinolas A.,Varillas J.P.
Garin C.,Davidovich Fokina A.
Ruud C.,Delbonis F.
Ramos-Vinolas A.,Monteiro T.
Olivo R.,Dellien H.
Seyboth Wild T.,Garin C.
Ruud C.,Ramos-Vinolas A.
Seyboth Wild T.,Olivo R.
Seyboth Wild T.,Ruud C.
Auger-Aliassime F.,Basilashvili N.
Carreno Busta P.,Lajovic D.
Struff J.L.,De Minaur A.
Anderson K.,Edmund K.
Opelka R.,Norrie C.
Coric B.,Paire B.
Fritz T.,Harris L.
Krajinovic F.,Caruso S.
Murray A.,Tiafoe F.
Berankis R.,Paul T.
Raonic M.,Querrey S.
Shapovalov D.,Cilic M.
Khachanov K.,Bublik A.
Sandgren T.,Sonego L.
Schwartzman D.,Ruud C.
Giron M.,Mcdonald M.
Bedene A.,Garin C.
Fucsovics M.,Gombos N.
Evans D.,Rublev A.
Dimitrov G.,Humbert U.
Isner J.,Hurkacz H.
Millman J.,Mannarino A.
Gasquet R.,Wolf J.J.
Ruusuvuori E.,Korda S.
Tsitsipas S.,Anderson K.
Goffin D.,Coric B.
Bedene A.,Fritz T.
Medvedev D.,Giron M.
Raonic M.,Evans D.
Sandgren T.,Auger-Aliassime F.
Khachanov K.,Carreno Busta P.
Isner J.,Millman J.
Opelka R.,Schwartzman D.
Struff J.L.,Shapovalov D.
Bautista Agut R.,Gasquet R.
Murray A.,Zverev A.
Berrettini M.,Ruusuvuori E.
Fucsovics M.,Dimitrov G.
Krajinovic F.,Thiem D.
Djokovic N.,Berankis R.
Medvedev D.,Bedene A.
Struff J.L.,Goffin D.
Bautista Agut R.,Khachanov K.
Djokovic N.,Sandgren T.
Opelka R.,Berrettini M.
Raonic M.,Murray A.
Tsitsipas S.,Isner J.
Krajinovic F.,Fucsovics M.
Bautista Agut R.,Medvedev D.
Djokovic N.,Struff J.L.
Tsitsipas S.,Opelka R.
Raonic M.,Krajinovic F.
Raonic M.,Tsitsipas S.
Djokovic N.,Bautista Agut R.
Djokovic N.,Raonic M.
Hurkacz H.,Sousa J.
Ofner S.,Albot R.
Kecmanovic M.,Nishikori K.
Pella G.,Nishioka Y.
Hanfmann Y.,Bublik A.
Huesler M.A.,Ruusuvuori E.
Sinner J.,Kohlschreiber P.
Delbonis F.,Londero J.I.
Thompson J.,Millman J.
Marterer M.,Novak D.
Djere L.,Ramos-Vinolas A.
Lopez F.,Herbert P.H.
Hanfmann Y.,Lajovic D.
Marterer M.,Hurkacz H.
Delbonis F.,Basilashvili N.
Djere L.,Sinner J.
Kecmanovic M.,Thompson J.
Schwartzman D.,Ofner S.
Lopez F.,Pella G.
Huesler M.A.,Fognini F.
Hanfmann Y.,Marterer M.
Djere L.,Schwartzman D.
Kecmanovic M.,Delbonis F.
Huesler M.A.,Lopez F.
Hanfmann Y.,Djere L.
Kecmanovic M.,Huesler M.A.
Kecmanovic M.,Hanfmann Y.
Thompson J.,Travaglia S.
Coric B.,Andujar P.
Davidovich Fokina A.,Novak D.
Coria F.,Jung J.
Gerasimov E.,Lajovic D.
Londero J.I.,Donskoy E.
Norrie C.,Schwartzman D.
Shapovalov D.,Korda S.
Mannarino A.,Sonego L.
Zverev A.,Anderson K.
Carreno Busta P.,Uchiyama Y.
Sock J.,Cuevas P.
Hurkacz H.,Gojowczyk P.
Simon G.,Safwat M.
Krueger M.,Sousa P.
Nakashima B.,Lorenzi P.
Tsitsipas S.,Ramos-Vinolas A.
Cressy M.,Kovalik J.
Fritz T.,Koepfer D.
Giron M.,Polmans M.
Kukushkin M.,Balazs A.
Kwon S.W.,Kwiatkowski T.S.
Berankis R.,Gaio F.
Edmund K.,Bublik A.
Johnson S.,Isner J.
Goffin D.,Opelka R.
Krajinovic F.,Ymer M.
Harris L.,Cecchinato M.
Djokovic N.,Dzumhur D.
Struff J.L.,Martinez P.
Garin C.,Blanch U.
Mmoh M.,Sousa J.
Kuznetsov An.,Querrey S.
Murray A.,Nishioka Y.
Ruud C.,Mcdonald M.
Nagal S.,Klahn B.
Ruusuvuori E.,Bedene A.
Khachanov K.,Sinner J.
Thiem D.,Munar J.
Auger-Aliassime F.,Monteiro T.
Cilic M.,Kudla D.
Rublev A.,Chardy J.
Barrere G.,Daniel T.
Gombos N.,Albot R.
Evans D.,Seyboth Wild T.
Pospisil V.,Kohlschreiber P.
Wolf J.J.,Pella G.
Carballes Baena R.,Lopez F.
Bautista Agut R.,Sandgren T.
Kecmanovic M.,Mager G.
Raonic M.,Mayer L.
Moutet C.,Vesely J.
Dimitrov G.,Paul T.
O Connell C.,Djere L.
Fucsovics M.,Dellien H.
Escobedo E.,Majchrzak K.
Gasquet R.,Karlovic I.
Tiafoe F.,Seppi A.
De Minaur A.,Martin A.
Berrettini M.,Soeda G.
Caruso S.,Duckworth J.
Millman J.,Basilashvili N.
Humbert U.,Sugita Y.
Medvedev D.,Delbonis F.
Krajinovic F.,Giron M.
Kukushkin M.,Garin C.
Zverev A.,Nakashima B.
Thompson J.,Gerasimov E.
Goffin D.,Harris L.
Struff J.L.,Mmoh M.
Djokovic N.,Edmund K.
Mannarino A.,Sock J.
Davidovich Fokina A.,Hurkacz H.
Norrie C.,Coria F.
Carreno Busta P.,Krueger M.
Fritz T.,Simon G.
Coric B.,Londero J.I.
Berankis R.,Johnson S.
Shapovalov D.,Kwon S.W.
Tsitsipas S.,Cressy M.
Bautista Agut R.,Kecmanovic M.
De Minaur A.,Gasquet R.
Khachanov K.,Kuznetsov An.
Cilic M.,Gombos N.
Rublev A.,Barrere G.
Caruso S.,Escobedo E.
Ruud C.,Ruusuvuori E.
Pospisil V.,Raonic M.
Thiem D.,Nagal S.
Wolf J.J.,Carballes Baena R.
Fucsovics M.,Dimitrov G.
Tiafoe F.,Millman J.
Berrettini M.,Humbert U.
Medvedev D.,O Connell C.
Auger-Aliassime F.,Murray A.
Moutet C.,Evans D.
Davidovich Fokina A.,Norrie C.
Goffin D.,Krajinovic F.
Thompson J.,Kukushkin M.
Carreno Busta P.,Berankis R.
Shapovalov D.,Fritz T.
Zverev A.,Mannarino A.
Djokovic N.,Struff J.L.
Coric B.,Tsitsipas S.
Rublev A.,Caruso S.
Medvedev D.,Wolf J.J.
Pospisil V.,Bautista Agut R.
De Minaur A.,Khachanov K.
Berrettini M.,Ruud C.
Auger-Aliassime F.,Moutet C.
Tiafoe F.,Fucsovics M.
Thiem D.,Cilic M.
Zverev A.,Davidovich Fokina A.
Carreno Busta P.,Djokovic N.
Coric B.,Thompson J.
Shapovalov D.,Goffin D.
De Minaur A.,Pospisil V.
Thiem D.,Auger-Aliassime F.
Rublev A.,Berrettini M.
Medvedev D.,Tiafoe F.
Zverev A.,Coric B.
Carreno Busta P.,Shapovalov D.
Medvedev D.,Rublev A.
Thiem D.,De Minaur A.
Zverev A.,Carreno Busta P.
Thiem D.,Medvedev D.
Thiem D.,Zverev A.
Krajinovic F.,Auger-Aliassime F.
Ruud C.,Khachanov K.
Dimitrov G.,Mager G.
Cilic M.,Bublik A.
Coric B.,Garin C.
Sonego L.,Basilashvili N.
Humbert U.,Anderson K.
Hurkacz H.,Evans D.
Nishikori K.,Ramos-Vinolas A.
Sinner J.,Paire B.
Travaglia S.,Fritz T.
Rublev A.,Bagnis F.
Millman J.,Sousa J.
Coria F.,Struff J.L.
Koepfer D.,De Minaur A.
Caruso S.,Sandgren T.
Martinez P.,Querrey S.
Lajovic D.,Davidovich Fokina A.
Shapovalov D.,Pella G.
Nishioka Y.,Kecmanovic M.
Cecchinato M.,Edmund K.
Raonic M.,Mannarino A.
Musetti L.,Wawrinka S.
Berrettini M.,Coria F.
Cilic M.,Goffin D.
Travaglia S.,Coric B.
Djokovic N.,Caruso S.
Sinner J.,Tsitsipas S.
Krajinovic F.,Cecchinato M.
Dimitrov G.,Nishioka Y.
Nadal R.,Carreno Busta P.
Shapovalov D.,Martinez P.
Schwartzman D.,Millman J.
Lajovic D.,Raonic M.
Humbert U.,Fognini F.
Hurkacz H.,Rublev A.
Ruud C.,Sonego L.
Musetti L.,Nishikori K.
Koepfer D.,Monfils G.
Berrettini M.,Travaglia S.
Dimitrov G.,Sinner J.
Shapovalov D.,Humbert U.
Ruud C.,Cilic M.
Djokovic N.,Krajinovic F.
Koepfer D.,Musetti L.
Schwartzman D.,Hurkacz H.
Nadal R.,Lajovic D.
Ruud C.,Berrettini M.
Djokovic N.,Koepfer D.
Shapovalov D.,Dimitrov G.
Schwartzman D.,Nadal R.
Djokovic N.,Ruud C.
Schwartzman D.,Shapovalov D.
Djokovic N.,Schwartzman D.
Cuevas P.,Fritz T.
Vesely J.,Simon G.
Paul T.,Anderson K.
Rublev A.,Sandgren T.
Garin C.,Nishikori K.
Bautista Agut R.,Basilashvili N.
Koepfer D.,Nishioka Y.
Hanfmann Y.,Monfils G.
Fognini F.,Kohlschreiber P.
Auger-Aliassime F.,Sonego L.
Bublik A.,Ramos-Vinolas A.
Khachanov K.,Struff J.L.
Humbert U.,Medvedev D.
Lajovic D.,Mannarino A.
Ruud C.,Paire B.
Tsitsipas S.,Evans D.
Garin C.,Hanfmann Y.
Rublev A.,Paul T.
Bublik A.,Auger-Aliassime F.
Bautista Agut R.,Koepfer D.
Lajovic D.,Khachanov K.
Tsitsipas S.,Cuevas P.
Humbert U.,Vesely J.
Ruud C.,Fognini F.
Rublev A.,Bautista Agut R.
Tsitsipas S.,Lajovic D.
Ruud C.,Humbert U.
Garin C.,Bublik A.
Rublev A.,Ruud C.
Tsitsipas S.,Garin C.
Rublev A.,Tsitsipas S.
Bonzi B.,Ruusuvuori E.
Korda S.,Seppi A.
Sinner J.,Goffin D.
Fritz T.,Machac T.
Nishikori K.,Evans D.
Coria F.,Jung J.
Rodionov J.,Chardy J.
Travaglia S.,Andujar P.
Isner J.,Benchetrit E.
Cecchinato M.,De Minaur A.
Gombos N.,Coric B.
Koepfer D.,Hoang A.
Albot R.,Thompson J.
Paire B.,Kwon S.W.
Londero J.I.,Delbonis F.
Wawrinka S.,Murray A.
Schwartzman D.,Kecmanovic M.
Zverev A.,Novak D.
Thiem D.,Cilic M.
Nishioka Y.,Auger-Aliassime F.
Sock J.,Opelka R.
Gaston H.,Janvier M.
Martinez P.,Vukic A.
Herbert P.H.,Mmoh M.
Kukushkin M.,Fognini F.
Sonego L.,Gomez E.
Paul T.,Duckworth J.
Mcdonald M.,Diez S.
Giustino L.,Moutet C.
Vesely J.,Broady L.
Struff J.L.,Tiafoe F.
Pella G.,Caruso S.
Ruud C.,Sugita Y.
Milojevic N.,Krajinovic F.
Bublik A.,Monfils G.
Nadal R.,Gerasimov E.
Bedene A.,Rinderknech A.
Sandgren T.,Hurkacz H.
Galan D.,Norrie C.
Ramos-Vinolas A.,Mannarino A.
Khachanov K.,Majchrzak K.
Altmaier D.,Lopez F.
Fucsovics M.,Medvedev D.
Carreno Busta P.,Millman J.
Harris L.,Popyrin A.
Berrettini M.,Pospisil V.
Garin C.,Kohlschreiber P.
Polmans M.,Humbert U.
Davidovich Fokina A.,Mayot H.
Lajovic D.,Mager G.
Anderson K.,Djere L.
Berankis R.,Dellien H.
Giron M.,Halys Q.
Rublev A.,Querrey S.
Djokovic N.,Ymer M.
Carballes Baena R.,Johnson S.
Balazs A.,Uchiyama Y.
Cuevas P.,Laaksonen H.
Monteiro T.,Basilashvili N.
Tsitsipas S.,Munar J.
Shapovalov D.,Simon G.
Dimitrov G.,Barrere G.
Bautista Agut R.,Gasquet R.
Martin A.,Sousa J.
Korda S.,Isner J.
Fritz T.,Albot R.
Wawrinka S.,Koepfer D.
Gaston H.,Nishioka Y.
Schwartzman D.,Giustino L.
Gombos N.,Rodionov J.
Thiem D.,Sock J.
Nadal R.,Mcdonald M.
Martinez P.,Kukushkin M.
Travaglia S.,Nishikori K.
Sonego L.,Bublik A.
Ruud C.,Paul T.
Coria F.,Paire B.
Zverev A.,Herbert P.H.
Cecchinato M.,Londero J.I.
Sinner J.,Bonzi B.
Carballes Baena R.,Shapovalov D.
Fucsovics M.,Ramos-Vinolas A.
Garin C.,Polmans M.
Monteiro T.,Giron M.
Khachanov K.,Vesely J.
Altmaier D.,Struff J.L.
Dimitrov G.,Martin A.
Galan D.,Sandgren T.
Carreno Busta P.,Pella G.
Djokovic N.,Berankis R.
Bedene A.,Milojevic N.
Tsitsipas S.,Cuevas P.
Anderson K.,Lajovic D.
Bautista Agut R.,Balazs A.
Rublev A.,Davidovich Fokina A.
Berrettini M.,Harris L.
Thiem D.,Ruud C.
Korda S.,Martinez P.
Sonego L.,Fritz T.
Gaston H.,Wawrinka S.
Sinner J.,Coria F.
Nadal R.,Travaglia S.
Schwartzman D.,Gombos N.
Zverev A.,Cecchinato M.
Altmaier D.,Berrettini M.
Rublev A.,Anderson K.
Carreno Busta P.,Bautista Agut R.
Fucsovics M.,Monteiro T.
Tsitsipas S.,Bedene A.
Dimitrov G.,Carballes Baena R.
Khachanov K.,Garin C.
Djokovic N.,Galan D.
Nadal R.,Korda S.
Sinner J.,Zverev A.
Thiem D.,Gaston H.
Schwartzman D.,Sonego L.
Rublev A.,Fucsovics M.
Tsitsipas S.,Dimitrov G.
