Player1,Player2
Berrettini M.,Popyrin A.
Auger-Aliassime F.,Berankis R.
Ruud C.,Harris L.
Norrie C.,Fucsovics M.
Tsitsipas S.,Dimitrov G.
Tiafoe F.,Lajovic D.
Zverev A.,Krajinovic F.
Novak D.,Mager G.
Sonego L.,Koepfer D.
Sinner J.,Opelka R.
Schwartzman D.,Fognini F.
Monfils G.,Musetti L.
Alcaraz C.,Murray A.
Berrettini M.,Basilashvili N.
Auger-Aliassime F.,Norrie C.
Schwartzman D.,Monfils G.
Ruud C.,Sonego L.
Sinner J.,Novak D.
Zverev A.,De Minaur A.
Tiafoe F.,Tsitsipas S.
Alcaraz C.,Berrettini M.
Zverev A.,Auger-Aliassime F.
Tiafoe F.,Schwartzman D.
Sinner J.,Ruud C.
Zverev A.,Alcaraz C.
Tiafoe F.,Sinner J.
Zverev A.,Tiafoe F.
